sha, contributor, date, message
675bb90128, Steven A. Falco, Wed Dec 2 18:01:16 2020, "Update desktop files, substituting Science for Development."
96c9680922, Jeff Young, Wed Dec 2 17:23:59 2020, "Separate width adjustments between single track and diff pair."
8d3d648975, Jeff Young, Wed Dec 2 15:23:03 2020, "Update Change Symbols dialog to Update/reset terminology..."
3d7c26b6bd, Jeff Young, Wed Dec 2 15:17:59 2020, "Get fields out of SYMBOL, not LIB_PART."
d8fa37d5c2, Jeff Young, Wed Dec 2 14:08:25 2020, "Remove old root-schematic hacks.  They don't work anymore anyway."
4a0543c099, Jeff Young, Wed Dec 2 13:35:19 2020, "Formatting and naming conventions."
71ab42e60a, jean-pierre charras, Tue Dec 1 20:27:42 2020, "Minor fixes and cleanup related to zoom definitions. Mainly move 2 define relative to Zoom from convert_to_biu.h to zoom_defines.h. Will make some changes/fixes in zoom code more easy."
4b2d9a5054, Jeff Young, Wed Dec 2 01:27:44 2020, "Don't draw ruler ticks outside the viewport."
1cd8426bcb, Jeff Young, Wed Dec 2 01:10:56 2020, "Fix latent dyn_cast bug.  And a bunch of formatting issues."
05609dbc1d, Jon Evans, Wed Dec 2 01:18:44 2020, "Update screen r-tree after mirror operation"
f70153b849, Jeff Young, Wed Dec 2 00:42:53 2020, "Implement Group Properties in Footprint Editor."
df262eaa06, Jeff Young, Tue Dec 1 23:35:11 2020, "Make prev/next marker work reliably on all platforms."
3c521942ed, Jeff Young, Tue Dec 1 15:58:33 2020, "Smarten isEmpty checks to include nothing-but-whitespace."
d50d1d84da, Jeff Young, Tue Dec 1 15:03:34 2020, "Fix some issue with group in selection logic."
288ab7ed6f, Jeff Young, Tue Dec 1 14:05:31 2020, "Minor formatting cleanup."
7f8faffa3a, Jeff Young, Tue Dec 1 01:27:33 2020, "Trim down ever-expanding context menu."
308ab8cafa, Ian McInerney, Tue Dec 1 02:20:04 2020, "Properly scale the ticks for all imperial units on the preview ruler"
aa09418a14, Ian McInerney, Tue Dec 1 02:10:58 2020, "Fixup memory lifespan of GAL options for the settings preview canvas"
7f6be05d9d, Ian McKellar, Thu Nov 26 05:25:19 2020, "Correct GLEW bundled include directory"
de9d1eb93e, Jeff Young, Mon Nov 30 23:59:18 2020, "Don't write local settings of imported project into current settings."
56fa5a23c3, Seth Hillbrand, Mon Nov 30 22:24:32 2020, "SPICE export full precision data"
3ad5bce67f, Jeff Young, Mon Nov 30 20:27:31 2020, "Rewrite connected-lines dragger to not use EDA_ITEM flags."
d28fa6c492, jean-pierre charras, Mon Nov 30 19:13:14 2020, "fix typo"
1fd862a362, jean-pierre charras, Mon Nov 30 18:50:36 2020, "Page layout editor: fix missing scrollbars in properties panel (GTK specific)"
b1270bc9ab, Roberto Fernandez Bautista, Sun Nov 29 19:30:58 2020, "eeschema page numbers: match print and plotting ordering to page number ordering - new function SCH_SHEET_LIST::SortByPageNumbers() which uses SCH_SHEET::ComparePageNum for the sorting algorithm - SortByPageNumbers() is called after every call to BuildSheetList()"
9380d6f533, Roberto Fernandez Bautista, Sun Nov 29 01:10:17 2020, "eeschema page numbers: match ordering in hierarchy navigator to sheet page number ordering - update hierarchy navigator after any modifications to the SCH_EDIT_FRAME - do not generate ghost selection events after updating hierarchy tree - use Human Readable path in SCH_EDIT_TOOL::EditPageNumber Fixes https://gitlab.com/kicad/code/kicad/-/issues/5760"
afcaa60faa, Roberto Fernandez Bautista, Sun Nov 29 00:26:51 2020, "Remove "Order" field hack (partly reverts da1a89fc)"
dadfe03804, Jeff Young, Mon Nov 30 17:09:41 2020, "Reinstate 5.1 net-tie hack since "real" net-ties got pushed to 7.0."
7261086779, jean-pierre charras, Mon Nov 30 16:14:52 2020, "gendrill_file_writer_base: better algo to sort holes: Holes were correctly sorted by size, but inside the same hole size the holes were strangely sorted. Now holes are sorted by hole size, and (inside the same size) by position."
c66e373119, Jeff Young, Mon Nov 30 15:35:48 2020, "Cleanup of PCBNew message panel routines."
3a9a6e22bc, Jeff Young, Mon Nov 30 13:14:22 2020, "Fix issues in reporting netclasses."
3989c19c41, Jeff Young, Mon Nov 30 13:08:59 2020, "Don't test pad:track clearances in pad tester."
7f360a7188, Jeff Young, Mon Nov 30 02:07:49 2020, "Some renaming in 3D code for better SNR.  Also formatting fixes."
1f8b7b6149, Wayne Stambaugh, Mon Nov 30 14:51:09 2020, "Pcbnew: change block selection and heuristic context menu modifier keys."
a3e8e0184d, Seth Hillbrand, Mon Nov 30 01:11:48 2020, "Merge remote-tracking branch 'weblate/master'"
b9a0b74601, lê văn lập, Sun Nov 29 15:50:26 2020, "Translated using Weblate (Vietnamese)"
c34a55c349, Jarl Gjessing, Sun Nov 29 12:21:40 2020, "Translated using Weblate (Norwegian Bokmål)"
f9f4461755, Rigo Ligo, Sun Nov 29 08:09:02 2020, "Translated using Weblate (Chinese (Simplified))"
a305a08868, Konstantin Baranovskiy, Thu Nov 26 09:52:29 2020, "Translated using Weblate (Russian)"
fa66101068, ssantos, Thu Nov 26 23:45:28 2020, "Translated using Weblate (Portuguese)"
6db3c38ba7, Hildo Guillardi Júnior, Fri Nov 27 12:49:52 2020, "Translated using Weblate (Portuguese)"
6a207fa575, ZbeeGin, Fri Nov 27 08:30:08 2020, "Translated using Weblate (Polish)"
a27506dd5f, Marco Ciampa, Wed Nov 25 23:05:53 2020, "Translated using Weblate (Italian)"
242460628c, Echedey, Sat Nov 28 19:38:09 2020, "Translated using Weblate (Spanish)"
eb36597640, aris-kimi, Mon Nov 30 01:06:22 2020, "Translated using Weblate (Greek)"
c5723a3add, jonathan haas, Sun Nov 29 15:01:17 2020, "Translated using Weblate (German)"
87b516f158, Jan Straka, Sat Nov 28 08:32:41 2020, "Translated using Weblate (Czech)"
667ae2083c, Seth Hillbrand, Mon Nov 30 01:05:46 2020, "Add danish language translation"
e09271ca0e, Jeff Young, Sun Nov 29 23:01:40 2020, "Fixes for hole clearance and hole-to-hole tests."
0c2cd1abb2, Jeff Young, Sun Nov 29 22:11:09 2020, "File left out of last commit."
b171d381f0, Jeff Young, Sun Nov 29 21:03:05 2020, "Collapse Redraw3DView and Update3DView into a single routine."
3ca06700fc, Jeff Young, Sun Nov 29 21:00:16 2020, "Formatting."
3da0ab1a9a, Jeff Young, Sun Nov 29 17:31:43 2020, "Fix a couple of bugs in intersheet references."
d3d26f2892, jean-pierre charras, Sun Nov 29 17:46:07 2020, "Update the zoom level as soon as it is modified by the mouse wheel The zoom level displayed on the bottom of the canvas was not immediately displayed, only after a mouse move."
9322b3a4e1, Marek Roszko, Sun Nov 29 17:29:58 2020, "Use the C++ isnan function"
889408c96a, Jeff Young, Sun Nov 29 15:00:39 2020, "More improvements to new selection disambiguation."
37178e3751, Jeff Young, Sun Nov 29 12:49:22 2020, "Formatting."
56bb91b042, jean-pierre charras, Sun Nov 29 13:40:48 2020, "French translation update"
09a1137f11, jean-pierre charras, Sun Nov 29 12:57:29 2020, "Fix a minor compil warning"
3b18fa84bf, Jeff Young, Sun Nov 29 11:54:50 2020, "Null pointer safety (from Coverity)."
f57cd91cb3, Jeff Young, Sun Nov 29 11:49:02 2020, "Formatting."
3c25abbf2f, Jeff Young, Sun Nov 29 03:17:52 2020, "Ignore netcode when expanding track selections."
9922b7b738, Jeff Young, Sun Nov 29 03:04:34 2020, "Redraw canvas after preferences.  (Needed for grid changes, etc.)"
056ff36b4b, Jeff Young, Sun Nov 29 01:58:28 2020, "Fix indentation in migrate settings dialog."
becc811775, Michael Kavanagh, Sat Nov 28 13:54:04 2020, "Make path substitutions grid read only in lib table dialog"
b8303a3484, Michael Kavanagh, Sat Nov 28 15:55:32 2020, "Fix migrate settings dialog ui bug"
ebf0cb3612, jean-pierre charras, Sun Nov 29 09:01:21 2020, "symbol viewer: fix closing issue when opened in modal mode"
095102614f, Sylwester Kocjan, Sat Nov 28 22:11:11 2020, "Eeschema: Fix non-visible source types in SPICE model dialog"
f78d909ffb, Jon Evans, Sun Nov 29 04:45:56 2020, "Correctly set up projects for converted boards"
5e117bfaa5, Marek Roszko, Sun Nov 29 02:13:31 2020, "Don't allow nan values for dxf text alignment points to creep in"
cc7264c0b9, Marek Roszko, Thu Nov 26 04:13:12 2020, "Subtract off the block's base point coordinate from the insert translation"
cac0d93dfd, Marek Roszko, Wed Nov 25 06:54:44 2020, "Implement DXF INSERT scale"
e4d0ffd607, Jeff Young, Sun Nov 29 01:07:03 2020, "Retire old SKIP_STRUCT filtering."
d85d0efdd8, Steven Falco, Sat Nov 28 23:25:43 2020, "Add python 3.10 detection to CMake"
6a28d6af27, Roberto Fernandez Bautista, Fri Nov 27 19:05:57 2020, "CADSTAR Schematic Archive Importer: Fix loading of Schematic Sheet Pins and Orientation of Labels - Find the intersection between the wire and the sheet and place the sheet pin there - Fix orientation of hierarchical labels and global labels by applying opposite orientation to the connecting wire"
ba77bf662c, Roberto Fernandez Bautista, Thu Nov 26 19:11:06 2020, "CADSTAR Schematic Importer: Fix loading of buses Place bus labels and correctly group nets for the bus in a BUS_ALIAS"
0691e942f4, Roberto Fernandez Bautista, Mon Nov 23 21:34:57 2020, "CADSTAR Archive Importer: Fix duplicate KIID for loaded elements Don't use clone to copy an EDA_ITEM. Use Duplicate(). Even if you give the clone a new KIID, all its children will still be clones. Create Duplicate() in LIB_PART"
d2fbe12cfd, Roberto Fernandez Bautista, Mon Nov 23 21:54:34 2020, "CADSTAR Schematic Archive Importer: Parse SCALE token in Symbol and warn user this is not supported Fixes https://gitlab.com/kicad/code/kicad/-/issues/6463"
a058e26ddc, Roberto Fernandez Bautista, Sun Nov 22 20:55:21 2020, "CADSTAR Schematic Archive Importer: Fix Loading of page numbers Need to keep track of the hierarchy path in order to assign the page number"
cba45ea257, Roberto Fernandez Bautista, Sun Nov 22 02:50:04 2020, "CADSTAR Schematic Archive Importer: Fix orientation of components - Fix the logic for the orientation of mirrored components - Fix loading of angles/orientations from earlier versions of CADSTAR"
49a2926a34, Roberto Fernandez Bautista, Sat Nov 21 23:56:56 2020, "CADSTAR Schematic Archive Importer: Fix loading of graphical arc segments Load the arc segments as piece-wise straight segments"
71f9847601, Roberto Fernandez Bautista, Sat Nov 21 13:55:58 2020, "CADSTAR Archive Importer: Only load the Master variant"
e3334cd25c, Roberto Fernandez Bautista, Thu Nov 19 18:58:46 2020, "Non-KiCad Project importers: Do not rebuild the netlist or reannotate after import Fixes https://gitlab.com/kicad/code/kicad/-/issues/6383"
78e3f917d9, Roberto Fernandez Bautista, Thu Nov 19 16:25:20 2020, "CADSTAR PCB Archive Importer: Fix loading of old CADSTAR designs and Do Not Keep Upright Older CADSTAR versions used 1/10 degree whereas newer versions use 1/1000 degree. Fixes https://gitlab.com/kicad/code/kicad/-/issues/6437"
f2ba9f7ac3, Roberto Fernandez Bautista, Thu Nov 19 00:26:27 2020, "CADSTAR PCB Archive Importer: Correctly load the pad numbers as per the original design To load the pad numbers correctly we need to also check the PART DEFINITION for each component"
5db78a3d53, Roberto Fernandez Bautista, Thu Nov 19 00:28:16 2020, "Fix typo in zone filling progress reporter. "insulated" -> "isolated""
73ad503db3, Roberto Fernandez Bautista, Sun Nov 15 15:42:01 2020, "CADSTAR Schematic Archive Importer: Parse missing TERMATTR node"
8633410bec, Jeff Young, Sat Nov 28 13:30:26 2020, "Fix some missed renaming in qa suite."
d3c952b122, Jeff Young, Sat Nov 28 12:43:32 2020, "Commit pending changes from grids."
005c3b84ad, jean-pierre charras, Sat Nov 28 10:53:26 2020, "Better fix for incorrect page preview in Page Settings when the worksheet contains a bitmap The actual size of pixels was incorrectly set. Fix also bad names for a few vars and methods in BITMAP_BASE."
b1adb93c16, Jeff Young, Sat Nov 28 00:33:48 2020, "PCB_GROUP_Ts need to be added and removed from view."
190197794d, Jeff Young, Fri Nov 27 23:30:35 2020, "Apply a similar fix as pads for B&W via printing."
896ad4a749, Jeff Young, Fri Nov 27 19:04:30 2020, "Rewrite PCBNew selection disambiguation based on shapes."
0293f880ec, Jeff Young, Fri Nov 27 19:02:31 2020, "Fix a bunch of group issues with importing graphics."
4f651901aa, jean-pierre charras, Fri Nov 27 15:42:27 2020, "Fix incorrect page preview in Page Settings dialog when the worksheet contains a bitmap"
ef75ce9035, RigoLigoRLC, Wed Nov 25 18:44:55 2020, "Fix: refusal of creation of non-existent directory tree on plotting"
0bbb7bdb0c, Jon Evans, Thu Nov 26 20:45:22 2020, "Allow selecting graphic footprints in high-contrast mode"
6f3b0c452f, Jeff Young, Thu Nov 26 21:21:15 2020, "Make sure unfilled zones get an MD5 hash."
13c63e3a50, Jeff Young, Thu Nov 26 20:29:50 2020, "Clearer warning about not back-annotating footprint deletes."
06b9439dbf, Jeff Young, Thu Nov 26 18:42:02 2020, "Edge Cuts shapes have zero width."
b3204a06fd, Jeff Young, Thu Nov 26 18:41:09 2020, "Minor layout improvements to Router Settings dialog."
fc2bdc49de, Jeff Young, Thu Nov 26 16:43:48 2020, "Once more into the depths of hell... er, I mean fix a focus issue."
2a87980d45, Jeff Young, Thu Nov 26 16:22:19 2020, "Remove overly verbose messaging."
94de8ada97, Jeff Young, Thu Nov 26 12:57:40 2020, "Formatting and naming conventions."
90e4f50a03, jean-pierre charras, Thu Nov 26 15:27:10 2020, "French translation update. Fix also a format issue in an other translation"
2f00a2ada0, jean-pierre charras, Thu Nov 26 12:41:41 2020, "pl_editor, PL_POINT_EDITOR: fix issues when moving a point of a rect or a line. - only the selected graphic item was modified. - the WS_DATA_ITEM master item and others draw items (repeated items) were not modified."
20880268bf, jean-pierre charras, Wed Nov 25 21:01:27 2020, "fix a few Coverity warnings"
09587ef4fb, Jeff Young, Thu Nov 26 01:05:57 2020, "Another attempt at GTK fix."
96acb12295, Jeff Young, Thu Nov 26 00:07:49 2020, "Attempt to fix GTK compile issue."
c85ef8eb69, Jeff Young, Wed Nov 25 23:16:06 2020, "Make updating netnames in backannotate more discrete."
b8414174af, Jeff Young, Wed Nov 25 17:25:26 2020, "Duplicate Eeschema's select-ref-number strategy in PCBNew."
7a2a302117, Jeff Young, Wed Nov 25 16:45:00 2020, "Fix several issues with pad/hole colors when B&W printing."
f436360196, Jeff Young, Wed Nov 25 16:44:29 2020, "Consistency in capitalization and plurality."
5c08ad1ab9, jean-pierre charras, Wed Nov 25 17:09:23 2020, "Fix a few issues when copying a footprint from fp editor to clipboard, and paste it: - ref and value texts were converted to user texts. - fpid was left empty, thus creating a potential issue if pasted in the board editor. Now: - ref and value texts are no changed, and not copied is pasted in the footprint editor (these texts already exist) - a dummy fpid (clipboard:<md5 string>) is added if pasted in board editor (Pasting a (partial) footprint from fp editor to a board editor is certainly not a good idea but is possible)"
95afc8d860, lê văn lập, Tue Nov 24 05:50:04 2020, "Translated using Weblate (Vietnamese)"
483cb06e57, Eric, Tue Nov 24 14:54:28 2020, "Translated using Weblate (Chinese (Simplified))"
6704bbdc16, Konstantin Baranovskiy, Tue Nov 24 14:21:01 2020, "Translated using Weblate (Russian)"
36b2166a6b, ZbeeGin, Tue Nov 24 11:09:32 2020, "Translated using Weblate (Polish)"
459ff1afd8, Roberto Fernandez Bautista, Tue Nov 24 00:22:39 2020, "Translated using Weblate (Spanish)"
ddc1eed98e, aris-kimi, Tue Nov 24 00:47:59 2020, "Translated using Weblate (Greek)"
68625494f3, jean-pierre charras, Wed Nov 25 13:57:46 2020, "specctra_export: fix an issue with custom and chamfered/round rect pads. Is some cases a created pad stack name had the same name as an other pad stack having a slightly different shape, thus creating pads with a incorrect shape on board."
5607420339, Marek Roszko, Wed Nov 25 06:06:02 2020, "Fix polylines being skipped in DXF blocks"
d50d728d19, Ian McInerney, Wed Nov 25 01:08:09 2020, "Cleanup compiler warnings"
1cae0b6c08, Jeff Young, Wed Nov 25 00:48:31 2020, "Make sure board edges have 0 width."
71ce00c5ce, Jeff Young, Wed Nov 25 00:40:17 2020, "Allow rotation of a single graphic line."
9c7c05c161, Jeff Young, Tue Nov 24 23:16:41 2020, "Mostly formatting cleanup but a few type-casting cleanups too."
31a26e7d25, Jeff Young, Tue Nov 24 23:16:27 2020, "Add missing GetEffectiveShape()."
d1bddcf879, Jeff Young, Tue Nov 24 21:21:16 2020, "Implement GetEffectiveShape() for PCB_TARGET_Ts."
050d9e37ec, Jeff Young, Tue Nov 24 19:16:03 2020, "Fix rotation bugs in Eeschema."
696fc7e46e, jean-pierre charras, Tue Nov 24 17:03:48 2020, "Fix a minor issue in PANEL_SETUP_NETCLASSES, when resizing it. Second attempt. If a class name choice widget is selected, resizing the panel does not move the opened widgets, until it is closed."
2f3f4c209e, Jeff Young, Tue Nov 24 15:22:05 2020, "Make sure DRC reports a missing board outline."
44850e9409, Jeff Young, Tue Nov 24 15:13:03 2020, "Fix nullptr crash."
dbc7831d0c, Jeff Young, Tue Nov 24 14:43:55 2020, "Potential fix for recursive error crash."
da0d89645f, Jeff Young, Tue Nov 24 12:59:12 2020, "Default to updating 3D models."
1b7bfa2424, jean-pierre charras, Tue Nov 24 14:36:12 2020, "Revert "Fix a minor issue in PANEL_SETUP_NETCLASSES, when resizing it." This reverts commit 52d8b70d3a0539459d3c603ddb20e8527f3870d0. The fix creates on Linux a serious issue"
272ec53e03, Marek Roszko, Tue Nov 24 06:55:28 2020, "Make DXF import slightly prettier by copying text style width factor"
52d8b70d3a, jean-pierre charras, Tue Nov 24 11:29:37 2020, "Fix a minor issue in PANEL_SETUP_NETCLASSES, when resizing it. If a class name choice widget is selected, resizing the panel does not move the opened widgets, until it is closed."
f64360e915, jean-pierre charras, Tue Nov 24 09:30:31 2020, "pcbnew, diff pair config save: fix truncation due to use of int instead double"
c07a38b91b, Marek Roszko, Tue Nov 24 03:26:20 2020, "Fix MSVC compilation error with wxString fed to strtol"
45598f2933, Marek Roszko, Mon Nov 23 23:26:52 2020, "Add handling of DXF arbitrary axis/extrusions"
44f4d41bba, Marek Roszko, Mon Nov 23 17:18:02 2020, "Fix member variable name"
253f41c4f2, Jeff Young, Tue Nov 24 00:57:26 2020, "Fix minor dialog layout issue."
78b505f36a, Jeff Young, Tue Nov 24 00:54:34 2020, "Count head and tail lists as well."
c67c13bc1d, Jeff Young, Mon Nov 23 23:08:06 2020, "Update netlist goldens (properties, natural order, no-connect nets)."
41aa97d0d2, Jeff Young, Mon Nov 23 22:51:27 2020, "Make translations a bit easier."
bf04fc3b72, Jeff Young, Mon Nov 23 22:23:40 2020, "Process all symbol instances as the ref, value, etc. may be different."
34dbce6bce, Seth Hillbrand, Mon Nov 23 22:53:02 2020, "Update Translations"
0d7fe6c7a7, taotieren, Sat Nov 21 11:41:16 2020, "Translated using Weblate (Chinese (Simplified))"
8b46e73f0e, Konstantin Baranovskiy, Mon Nov 23 21:06:02 2020, "Translated using Weblate (Russian)"
d20772d0da, Jan Straka, Mon Nov 23 09:36:53 2020, "Translated using Weblate (Czech)"
3edd7d337b, Seth Hillbrand, Thu Nov 19 20:38:59 2020, "Translated using Weblate (Swedish)"
44182274cf, Iñigo Figuero Sanz, Tue Nov 17 07:24:46 2020, "Translated using Weblate (Spanish)"
bc4df59688, aris-kimi, Thu Nov 19 00:44:47 2020, "Translated using Weblate (Greek)"
